date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
1452826545,32,0,18.523559849695623,39.576444709967745,18.939403698416065,40.1276475411664,20.769114353852526,38.12038072403553,18.7864284316534,38.49384277788841,18.682325972475052,68.39157208720488,8.444618174970753,85.7135293619686,19.31124413383771,42.70922396848865,19.624293459561827,50.42559278399931,17.214211584872576,39.706734396829894,3.6205516149767907,762.4981758429495,70.4648655446694,1.8167110211748618,31.575801648967847,1.9862728286847002,10.832970221670944,27.13381311398897
1456359382,26,0,20.648833965540682,42.21558000574385,16.446468482544976,36.11322906456729,20.992954991992153,39.348233093721035,20.231772190245,35.312972935798996,16.181333445628876,46.86610082814499,-3.072869635784813,81.87676751904853,15.442374558954686,44.613482862043824,17.706614430988225,42.821060413063385,17.786831248719803,43.80556121264467,4.978984556627108,760.0509072729872,90.6293213300189,4.754474200099922,39.791712032343234,4.2389195824068295,4.315242984307845,35.88170372710457
1456570923,74,10,21.560167447361458,44.29509199510124,17.377500228909124,43.786866197089715,20.093254514478424,39.66898335430587,18.196577847266816,38.319813545262605,18.596595454295098,39.508857117956,0.018635948233009403,72.84170384640085,19.73111328783898,32.2973858155234,18.099730976607002,46.03754398009744,18.955425822725488,38.41390652465908,5.199517128977481,763.550371583613,69.90274836616855,1.8420008008960602,62.27670743706561,8.89444201277667,40.994478727274156,11.825407320242956
1454832956,27,0,20.598465851428504,33.56904685608332,17.471980454516086,39.846033498550725,19.83733587723988,36.163666519508475,20.544080184592726,36.24584366150474,18.453636798277316,47.80476640556682,4.897993475495123,95.02243234771119,17.434533595332184,35.591971710197306,18.180708681827262,44.174230862173886,16.553089183589453,46.7907477270501,9.928473280412616,762.9317149732748,91.34076089533384,1.774008372767727,39.885307756384265,4.334383971427635,33.422025068307185,36.721899031895575
1457986466,35,10,17.87855964512814,34.267288807724064,20.760489708619843,39.33016533920387,21.70414624983152,35.918747797149656,20.828288156321562,46.297004773915056,18.696243924614052,43.7966859120834,-5.9714998338647565,98.56327841541312,18.785973466619414,35.686938293253135,20.250754636317858,44.109537968602076,18.040127198077872,49.05997258497267,0.6481128930402905,747.4169743479341,90.38841336872808,1.8234814520099802,39.95215442300057,-1.5351971239385158,15.687722793789657,29.26090470893896
1454437903,208,20,20.90003879641488,39.633377660673965,20.974878956004464,40.21316144095813,21.051746767967767,41.42374782370746,15.494755548220438,41.42213445847458,18.447445269072507,37.701431145017565,2.4617095037784624,95.26518227997776,15.537761231632917,41.37933049939839,19.519542890779267,43.13246786053935,17.113818983605906,47.03096432544129,0.5130983324953877,733.3646988082107,76.48844784289224,0.9171553584250783,54.886026302447355,7.422933605511005,4.7906984852396075,31.37932884733795
1457226603,77,0,20.967635018529666,34.04169135214777,18.23831239004386,40.05887196614072,19.624851848173847,43.403015891683225,18.7722048253432,42.68970535230682,18.362592075178146,48.109403435691334,2.733449241569981,94.3692288643782,19.427554703474495,31.522269840218154,18.024677596952476,53.65399054269154,16.383161299454535,38.92623769381033,7.8163476550317235,767.4211648652938,81.47568711762312,8.093933962532443,39.8875377225363,7.417575173436924,40.38408707505776,40.54598308242624
1456471063,161,0,19.867086799040784,44.11746939850091,17.4626964262307,44.079578664156124,20.06449313121116,43.65322422234658,18.85150382637475,35.858182111089796,18.970516696123436,42.2703038258936,5.0191234680434755,93.14974168302777,17.583958592657925,39.1660362999797,20.7624253682068,39.13513323772076,18.412467812724167,36.23021533431409,2.988204375113161,741.1728568355771,81.73720104539522,8.146536312015566,35.22497006513327,7.674025997595904,46.728377556996364,29.257386279619986
1452791105,60,0,21.419844161589733,41.87284433624302,17.683593330968126,37.732107308167905,19.556154637498896,35.57323618665658,19.368799145572016,38.17062816166181,17.053542913978855,41.18088533906716,2.3646494449658717,45.200013715829755,19.23745277211395,33.0427114330921,20.094651436407375,53.71937828857632,19.55146762072117,41.30185315283627,3.4777093505379706,766.4972696290223,89.74903314739855,0.9294593310112205,61.825917387394874,4.472604242687956,17.772018531468532,25.079024475635656
1457975203,28,30,20.55414289832678,37.99241470925636,19.38468639156653,41.59584967972063,19.548073184968178,43.21614889351767,20.668229044684146,38.2201809166871,17.34928353358049,47.38084664721818,0.32300794819105905,99.53787632702695,18.74096558397332,32.349131169581106,22.219572171663664,50.25966310125247,18.37058300271598,44.53508466386352,3.723152746136787,759.2077323799597,70.73031534490599,4.7389944727674544,55.149553699217364,0.844786980826391,27.191716123869394,10.654649666057946
