date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
1458633484,107,0,21.967157871177076,35.7450388218931,19.782486771813616,46.84582436846624,20.98837069491562,38.41791429903127,18.460161725480848,34.28461982829374,18.20717305655299,44.921951056739985,-1.2965046415220463,90.08592952419093,19.827583202187586,29.58548309137338,20.382892568563253,36.59573562732956,18.733844926040046,42.49874843634822,-2.4469642018593865,760.0182851425064,89.48378267067639,3.2204935929087575,60.39895204164613,0.13805507893256466,10.803145013127889,4.241550811675216
1455239180,258,0,20.89160086679687,41.75478193844458,18.593689070889727,42.81529703825809,21.121800606973448,39.8084755853567,16.57829494752141,46.915102214910235,18.561760142434423,45.38284265870411,5.087394930365873,84.0007037777828,19.552160721658424,37.792033234890084,20.997626260178365,48.26246288790446,18.67473546039545,38.74270668922493,7.403495242773852,754.0972550542458,85.47267533099992,7.438147791754638,40.0866248040762,4.751756726918341,25.603478052333827,22.692707488308734
1453052369,116,0,20.2617542121152,34.57244857353339,19.104314377165913,45.95605340239578,21.648210462719888,35.53071108673855,20.28561142435044,41.91728793331909,18.91045328346597,47.40436800770551,-7.094342822653248,75.88573118416988,18.93267804076183,40.19607077597165,20.693941662846147,46.173389409767644,18.44296666938264,38.25806132144625,9.630896845158706,744.8032449517115,84.4822381525524,5.456513540073357,39.30022224666921,5.429004247247154,40.26287368647803,25.27111133197135
1457618044,456,10,20.794242091638676,35.17923275807713,18.543874872093024,37.51001507282173,18.367588695082777,38.4821153197754,18.102853444781797,33.62966622691367,18.768588913390975,58.02183032484978,10.06167431350813,74.07623487608326,18.3011763868422,33.97070941518993,24.45862008638403,42.710149689221794,19.036625905082822,43.373120420294,0.08477490361416196,746.77626545148,81.0761713007459,2.1696959671187197,45.52355908255677,5.3832953178184955,26.812605946521494,34.90683160783521
1457730073,105,0,21.259980767743468,42.967643817502456,18.89052431719197,43.43531301972561,19.916468974766886,40.85781911081094,18.82297141200887,30.92818728942085,18.95713607394387,43.26550737221393,4.134072049523542,77.35516478990222,18.653056048583657,39.91400318460083,20.51085444256452,38.42901764623045,18.139759424853562,43.6094573342238,0.06384290000685722,760.5156026032605,81.15115843653919,4.052743977083274,54.820363763212455,-2.286873025632117,11.790096538371058,38.67094197738188
1455879791,56,0,20.801339832438938,38.62380382971844,16.05166390431288,40.39389460932596,20.521431995403354,46.885233915207564,19.68097612553766,36.55742361676838,19.740087525678007,50.562508405058516,-4.206379683388376,94.66197790081097,17.982688988612047,27.91454758016033,23.161453533930864,39.901124773444515,18.305559919678803,39.56548220973838,13.529584906579348,747.9270187889642,73.62425532139174,6.661451858376299,40.47260776418996,0.4105667298194353,50.2115345410007,14.511909051566244
1454287993,140,0,19.854014210651314,34.0607563811179,15.448504160479137,42.24864956842997,19.508031155681635,40.18694752367964,18.549211954759855,30.788218349468107,19.49544996128456,43.865131853463566,8.053766283616438,66.05956642355721,18.90818449773762,35.14428984724157,19.55174648311359,46.893690369306555,17.962707392526493,41.95238835875006,5.9557302415311035,768.9467388295204,74.73310181369969,7.198367288260215,17.793650289654924,-0.22053546754488074,36.365325290912324,47.184853488719696
1455561627,107,0,21.126552836430335,44.837623791641875,18.6493884028669,37.78555629886148,20.65380254986266,35.596986592418794,19.703068246097114,33.563825706073914,20.69875711269955,50.963002626972695,-8.535044503334206,67.93635615845686,19.110083941491208,31.14160943502991,22.430176366317884,38.81109257073156,17.780331513844537,44.17084388298637,2.2605588287278366,759.9837698667625,71.39850375820475,5.981731305263462,38.96154861056674,-2.233973019992608,-0.9693703633359259,16.004518030717463
1458021868,89,21,20.998840637221335,34.33727255645947,18.49304195199725,44.89482487896789,21.86054606771714,35.86480636087573,21.719340399915563,42.365969516681666,18.253609903314295,48.72906139948403,3.775685105668221,81.82719854328067,18.5140558484639,26.382300724387633,22.9452388925917,33.39087268865176,17.325229911681316,34.28770153735878,5.023316750046999,739.1650847884326,88.28623567282507,3.325362910600644,35.755187243002446,5.745043168961714,33.12538264080638,18.670242857641295
1458341655,142,0,17.525743903002493,33.445246319775414,16.912792458984825,43.357667052553225,18.602469469945607,40.178748758720154,18.91070361349972,35.411434422416214,17.063311186242696,48.606602901060704,6.758482317562569,81.83807729805827,19.176758718170937,35.19170560539599,23.854022755690682,45.649149218835554,14.730271968992986,35.21860839596435,10.944109521691143,764.1904589251997,81.62142201837776,12.11227400540725,53.682103580142446,3.984316997978831,10.139958295675829,16.12953008890713
